web-scraper-order,web-scraper-start-url,main,main-href,banner-src,title,contact,reviewer_name,reviewer_date,reviewr_text,reviewer_image-src,pages,pages-href
"1591021215-2783","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Sweet Little Things","https://www.yelp.com/biz/sweet-little-things-cebu-city?osq=Restaurants","","Sweet Little Things","+63-917-7709615","[{""reviewer_name"":""PatrickJ T.""}]","[{""reviewer_date"":""8/5/2019""}]","Who doesn't like sweet little things?  At Ayala Center inside Rustans Supermarket, there is a little spot called Sweet Little Things.  They have one display case filled with beautiful looking cookies, cupcakes, and cakes.  So hard to resist these beauties.

My wife tried their Mango Float Brownie a' la mode.  It tasted decent to me.  We ordered 3 cupcakes.  The Ube cupcake was good.  My niece really liked the Lemon Poppyseed cupcake.  The Dark Mud Pie cupcake was good too.  The cupcakes were a bit dry, but the icing for each helped balance the dryness of the cake portions. 

It was good to try Sweet Little Things.  Might be a regular if I lived in the condos close by.","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021865-3807","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Rica’s","https://www.yelp.com/biz/ricas-cebu-city-4?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/F8n0HJhxG2FU9SsLCGZS2Q/l.jpg","Rica's","+63-32-5207516","[{""reviewer_name"":""Elee J.""},{""reviewer_name"":""Marco F.""},{""reviewer_name"":""Amy Z.""},{""reviewer_name"":""Carolyn T.""}]","[{""reviewer_date"":""8/15/2018""},{""reviewer_date"":""12/1/2018""},{""reviewer_date"":""9/13/2015""},{""reviewer_date"":""5/28/2017""}]","","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591021108-2640","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Lai Garden","https://www.yelp.com/biz/lai-garden-cebu-city?osq=Restaurants","","Lai Garden","null","[{""reviewer_name"":""Michael C.""},{""reviewer_name"":""Marat K.""}]","[{""reviewer_date"":""7/12/2015""},{""reviewer_date"":""12/2/2016""}]","Not good. Expensive yet food is meh. Don't even try to eat here. You'll waste money. Try Chowking instead. You've been warned.","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591021985-4169","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Acacia Steakhouse","https://www.yelp.com/biz/acacia-steakhouse-cebu-city?osq=Restaurants","","Acacia Steakhouse","+63-922-8052957","[{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Keisha R.""}]","[{""reviewer_date"":""10/10/2019""},{""reviewer_date"":""10/26/2016""},{""reviewer_date"":""2/12/2017""}]","My friend really wanted to try this place out. I was worried about the quality of steak, however it didn't disappoint. Ordered several different cuts and types of meet.

Be prepared for cute stray cats  asking for food under the table. They do accept card, and have a good breeze fan outdoors for warm nights.

Wish I could've taken pics but I was starving and destroyed my plate upping arrival of my presence.

Awesome for friends or a date.","","",""
"1591021183-2738","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Kuya J’s Restaurant","https://www.yelp.com/biz/kuya-js-restaurant-cebu-city?osq=Restaurants","","Kuya J's Restaurant","+63-32-2602991","[{""reviewer_name"":""Maria R.""},{""reviewer_name"":""Joey R.""},{""reviewer_name"":""Swan L.""},{""reviewer_name"":""Chad H.""}]","[{""reviewer_date"":""4/2/2017""},{""reviewer_date"":""9/21/2015""},{""reviewer_date"":""10/2/2016""},{""reviewer_date"":""5/16/2016""}]","Kuya J was one of the MUST EAT recommendations of our hotel and friends. I think it's been one of Cebu's little dining secrets for the longest time. But, now, I'm seeing more branches opening in Manila.

This branch was one of the original restaurants. It didn't seem like much from the outside. Once you enter, the place is very clean and has modern interiors. You have 2 choices where to dine: the air-conditioned area and the al fresco area. We stayed in the air-conditioned area because it was hot that day.

Kuya J serves Filipino dishes such kare kare, crispy pata, and pochero. If I were you, skip all the meat and go straight for the Grilled Scallops! This is the best-seller and most popular appetizer. It's a simple dish actually. Scallops are topped with cheese and BUTTER then grilled. Served hot and fast, it only costs Php210 (4.51USD) per plate. We ended up ordering 3 plates. LOL! Other dishes you should try: Chorizo Dinamitas (chilis stuffed with chorizo meat), Lumpia Presko, and, for dessert, Tablea Flan with Coffee Syrup (chocolate flan with coffee caramel). Also, try their Dalandan Beer :)

Overall, it was a pleasant surprise and we enjoyed our meal (even though it was mostly the Scallops!). If you're in Cebu, you should eat here! :)","","6","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=150"
"1591022008-4261","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Luzern Steakhouse","https://www.yelp.com/biz/luzern-steakhouse-cebu-city-2?osq=Restaurants","","Luzern Steakhouse","stmoritz-cebu.com","[{""reviewer_name"":""Rick O.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Journeyy J.""},{""reviewer_name"":""Keisha R.""}]","[{""reviewer_date"":""9/18/2019""},{""reviewer_date"":""3/22/2018""},{""reviewer_date"":""2/12/2019""},{""reviewer_date"":""2/14/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/fC-V4i0S3rmKqP_76UT8IQ/168s.jpg","",""
"1591020869-2279","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Washoku J","https://www.yelp.com/biz/washoku-j-banilad?osq=Restaurants","","Washoku J","+63-917-7736026","[{""reviewer_name"":""Cynthia Q.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""john b.""},{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""5/31/2018""},{""reviewer_date"":""3/30/2018""},{""reviewer_date"":""5/29/2018""},{""reviewer_date"":""11/27/2015""}]","Very bad experience at this restaurant.  Came here during Good Friday since this was one of the restaurants that was open.

Our food took more than an hour to cook and their vegetable roll was a rip off.  We had to follow up so many times to make sure we get the rest of the food.

Would never come back here again.","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591020977-2448","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","McDonald’s","https://www.yelp.com/biz/mcdonalds-cebu-city-4?osq=Restaurants","","McDonald's","mcdonalds.com.ph","[{""reviewer_name"":""PatrickJ T.""}]","[{""reviewer_date"":""8/2/2019""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/lC8cT0o44Snghu1rZXHsOA/348s.jpg","7","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=180"
"1591021608-3405","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Mr. India","https://www.yelp.com/biz/mr-india-cebu-city?osq=Restaurants","","Mr. India","+63-32-5115110","[{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""11/22/2015""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/QN_rlcs7yVSrlPjlJq0bfw/168s.jpg","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
"1591020751-2083","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Tsay Cheng","https://www.yelp.com/biz/tsay-cheng-cebu-city?osq=Restaurants","","Tsay Cheng","null","[{""reviewer_name"":""Kenneth M.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Grace S.""}]","[{""reviewer_date"":""9/15/2018""},{""reviewer_date"":""8/27/2016""},{""reviewer_date"":""4/10/2016""},{""reviewer_date"":""9/27/2017""}]","First impressions, one of the best formal chinese restauranta Ive been to. they had a fried chicken dish with kropek that was close to the same dish i had in new york city chinatown. The pata tim and other dishes wrre on par for a nice restaurant like this.","","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591020747-2076","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Harbour City Dim Sum","https://www.yelp.com/biz/harbour-city-dim-sum-cebu-city?osq=Restaurants","","Harbour City Dim Sum","harbourcitydimsum.com","[{""reviewer_name"":""PatrickJ T.""},{""reviewer_name"":""Evee N.""},{""reviewer_name"":""Erika R.""}]","[{""reviewer_date"":""12/23/2019""},{""reviewer_date"":""2/27/2019""},{""reviewer_date"":""1/15/2016""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/BcMm_b_bEtybywOHcSeXXQ/348s.jpg","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591020734-2050","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Pakû","https://www.yelp.com/biz/pak%C3%BB-cebu-city?osq=Restaurants","","Pakû","+63-32-5149239","[{""reviewer_name"":""Keisha R.""}]","[{""reviewer_date"":""2/26/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/JFlMJ5jGFx68jQ0sXNVNtw/168s.jpg","9","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=240"
"1591021944-4018","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Birdseed","https://www.yelp.com/biz/birdseed-cebu-city?osq=Restaurants","","Birdseed","+63-918-9444885","[{""reviewer_name"":""John L.""},{""reviewer_name"":""Kent H.""},{""reviewer_name"":""Maya S.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Alan S.""},{""reviewer_name"":""Carl V.""},{""reviewer_name"":""Sheena Y.""},{""reviewer_name"":""Rustum N.""},{""reviewer_name"":""Cha S.""},{""reviewer_name"":""ravi b.""},{""reviewer_name"":""Paula T.""},{""reviewer_name"":""Chris M.""},{""reviewer_name"":""Pablo G.""}]","[{""reviewer_date"":""12/3/2016""},{""reviewer_date"":""2/20/2020""},{""reviewer_date"":""5/25/2019""},{""reviewer_date"":""6/27/2019""},{""reviewer_date"":""7/5/2019""},{""reviewer_date"":""9/12/2018""},{""reviewer_date"":""10/27/2016""},{""reviewer_date"":""3/26/2019""},{""reviewer_date"":""1/8/2017""},{""reviewer_date"":""5/12/2018""},{""reviewer_date"":""7/14/2017""},{""reviewer_date"":""2/27/2016""},{""reviewer_date"":""12/21/2016""}]","We tried this place on a whim and loved it!!!! The food was delicious and the coffee  was smoooooth. The staff was very attentive and friendly. Will","","",""
"1591021795-3655","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","BBQ Choy","https://www.yelp.com/biz/bbq-choy-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/VfIZe4Nz2mjx-IIDfDcl1w/l.jpg","BBQ Choy","+63-917-1140045","[{""reviewer_name"":""Stacy H.""}]","[{""reviewer_date"":""1/19/2018""}]","","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591022018-4275","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","La Vie in the Sky","https://www.yelp.com/biz/la-vie-in-the-sky-cebu-city?osq=Restaurants","","La Vie in the Sky","+63-917-8855935","[{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Delores S.""}]","[{""reviewer_date"":""10/10/2019""},{""reviewer_date"":""5/8/2019""}]","Warning : if you come here late night, Grab will not show up all the way up the hill. So either bring a car or ask for a ride down the hill from someone in the bar.

This is a French theme joint. Pay a 10 peso entrance fee. 

Great wine selection, very fruity wine. If you don't like alcohol they serve some house wine that practically taste like strawberry soda. Some good food, with plenty of ice cream.

You can also walk up a bit higher and see the top of cebu. Relax and have another drink at different bars. Overall a good experience  to be with friends or chat up a date.","","",""
"1591021812-3684","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Parilya","https://www.yelp.com/biz/parilya-cebu-city?osq=Restaurants","","Parilya","+63-32-5118832","[{""reviewer_name"":""Iamchen M.""},{""reviewer_name"":""Nicole C.""},{""reviewer_name"":""Toyo M.""},{""reviewer_name"":""Chris S.""}]","[{""reviewer_date"":""8/14/2017""},{""reviewer_date"":""3/29/2017""},{""reviewer_date"":""11/6/2015""},{""reviewer_date"":""8/23/2017""}]","After seeing reviews and photos of Parilya, I knew that we had to go and try it out before leaving Cebu a few months ago. I was a bit worried that the place would be packed, but thankfully, that wasn't the case - it may be either because the place was very new at the time, it was a week day, and the fact that it's quite far from the city. Or a combination of some of those things lol.

We ordered halo-halo, baked scallops, sukwate, calamares, soup (can't remember which one), and turon.

I only got to try the baked scallops and calamares. I like how cheesy the baked scallops were, but I wasn't satisfied with their calamares - it wasn't really that crunchy which was a bit of a let down for me.

The place was great. Initially, we sat outside but there seemed to be a lot of flies there so we transferred inside - anyway, from our table we could see the same view. Service was alright too. Prices are a bit on the high side.","","2","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=30"
"1591020782-2141","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","Off Roads Cafe","https://www.yelp.com/biz/off-roads-cafe-cebu-city?osq=Restaurants","","Off Roads Cafe","+63-32-2318914","[{""reviewer_name"":""Kimberly T.""},{""reviewer_name"":""Kristen T.""},{""reviewer_name"":""Toyo M.""}]","[{""reviewer_date"":""7/13/2017""},{""reviewer_date"":""8/18/2019""},{""reviewer_date"":""12/8/2015""}]","Dined here early morning as soon as the restaurant opened on a weekday. Cheap and quite convenient spot to dine in or takeaway. I personally didn't have a problem with my food but my friend had with his silog. With just one human hair, all hell broke loose and for that there's no going back... Firstly, the cornsilog seemed old and to his demise, found a long black hair in the cornbeef! Yikes! I finished my food (tocilog) with no errs and my black coffee...

But! I'll give them credit for my breakfast (although very small portioned) and for the fact that they have wifi to work with without asking for a password. The CR was clean too. Ladies were polite as well and handled the situation in a calm matter whether it was because they didn't know how to relieve the mishap or whatever the case was.","","8","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=210"
"1591022027-4358","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","House of Lechon","https://www.yelp.com/biz/house-of-lechon-cebu-city?osq=Restaurants","","House of Lechon","+63-32-2310958","[{""reviewer_name"":""Diego R.""},{""reviewer_name"":""Winlee W.""},{""reviewer_name"":""Carissa C.""},{""reviewer_name"":""Katrina C.""},{""reviewer_name"":""Edwin R.""},{""reviewer_name"":""Keith A.""},{""reviewer_name"":""Jerry H.""},{""reviewer_name"":""Val Y.""},{""reviewer_name"":""Evee N.""},{""reviewer_name"":""Joan N.""},{""reviewer_name"":""Gloria C.""},{""reviewer_name"":""Christy S.""},{""reviewer_name"":""Lina C.""},{""reviewer_name"":""Mark H.""},{""reviewer_name"":""Jonnah M.""},{""reviewer_name"":""Derek W.""},{""reviewer_name"":""Phil S.""},{""reviewer_name"":""Paulamertha A.""},{""reviewer_name"":""Benedict A.""},{""reviewer_name"":""Lynne C.""}]","[{""reviewer_date"":""2/17/2020""},{""reviewer_date"":""12/6/2019""},{""reviewer_date"":""12/4/2019""},{""reviewer_date"":""8/31/2019""},{""reviewer_date"":""3/16/2019""},{""reviewer_date"":""4/19/2019""},{""reviewer_date"":""2/19/2019""},{""reviewer_date"":""1/1/2019""},{""reviewer_date"":""3/14/2019""},{""reviewer_date"":""9/3/2018""},{""reviewer_date"":""12/6/2018""},{""reviewer_date"":""6/26/2019""},{""reviewer_date"":""11/20/2019""},{""reviewer_date"":""12/15/2018""},{""reviewer_date"":""1/13/2019""},{""reviewer_date"":""4/27/2017""},{""reviewer_date"":""2/9/2018""},{""reviewer_date"":""2/16/2017""},{""reviewer_date"":""3/23/2018""},{""reviewer_date"":""8/2/2017""}]","","https://s3-media0.fl.yelpcdn.com/bphoto/t_CmSqHMck5QFUrbpVMp3Q/168s.jpg","",""
"1591021671-3498","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu+City%2C+Cebu%2C+Philippines","The Pyramid","https://www.yelp.com/biz/the-pyramid-cebu-city?osq=Restaurants","https://s3-media0.fl.yelpcdn.com/bphoto/gFODVBWV8pXk7k0F9W6txA/o.jpg","The Pyramid","thepyramid.business.site","[{""reviewer_name"":""Mauie M.""},{""reviewer_name"":""GlobalFoody 1.""},{""reviewer_name"":""Rannie B.""}]","[{""reviewer_date"":""8/2/2018""},{""reviewer_date"":""3/6/2020""},{""reviewer_date"":""10/6/2019""}]","","","3","https://www.yelp.com/search?find_desc=Restaurants&find_loc=Cebu%20City%2C%20Cebu%2C%20Philippines&start=60"
